armSkuName;numberOfCores;osDiskSizeInMB;memoryInMB;maxDataDiskCount;meterName
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_E4ds_v4;4;1047552;32768;8;E4ds v4 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_E4ds_v4;4;1047552;32768;8;E4ds v4 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_E4ds_v4;4;1047552;32768;8;E4ds v4 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_E4ds_v4;4;1047552;32768;8;E4ds v4 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_E4ds_v4;4;1047552;32768;8;E4ds v4 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_D4s_v5;4;1047552;16384;8;D4s v5 Low Priority
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_F8s_v2;8;1047552;16384;16;F8s v2 Spot
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_F8s_v2;8;1047552;16384;16;F8s v2 Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_B12ms;12;1047552;49152;16;B12ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_D8as_v4;8;1047552;32768;16;D8as v4 Low Priority
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_E8-4as_v4;8;1047552;65536;16;E8-4as_v4 Spot
Standard_E8-4as_v4;8;1047552;65536;16;E8-4as_v4 Spot
Standard_E8-4as_v4;8;1047552;65536;16;E8-4as_v4 Spot
Standard_E8-4as_v4;8;1047552;65536;16;E8-4as_v4 Spot
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_B2s;2;1047552;4096;4;B2s
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_D8ds_v4;8;1047552;32768;16;D8ds v4 Spot
Standard_D8ds_v4;8;1047552;32768;16;D8ds v4 Spot
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_D2s_v3;2;1047552;8192;4;D2s v3
Standard_D2s_v3;2;1047552;8192;4;D2s v3
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_D2as_v4;2;1047552;8192;4;D2as v4 Spot
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_E16as_v4;16;1047552;131072;32;E16as v4 Low Priority
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2s;2;1047552;4096;4;B2s
Standard_E4-2as_v4;4;1047552;32768;8;E4-2as_v4 Low Priority
Standard_F1s;1;1047552;2048;4;F1s Low Priority
Standard_F8s_v2;8;1047552;16384;16;F8s v2 Spot
Standard_F8s_v2;8;1047552;16384;16;F8s v2 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_E4as_v4;4;1047552;32768;8;E4as v4 Spot
Standard_F2s_v2;2;1047552;4096;4;F2s v2 Spot
Standard_E16-8as_v4;16;1047552;131072;32;E16-8as_v4
Standard_E16-8as_v4;16;1047552;131072;32;E16-8as_v4
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_E16s_v3;16;1047552;131072;32;E16s v3
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B8ms;8;1047552;32768;16;B8ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_F4s_v2;4;1047552;8192;8;F4s v2 Low Priority
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B2ms;2;1047552;8192;4;B2ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_D4_v3;4;1047552;16384;8;D4 v3/D4s v3 Spot
Standard_D4_v3;4;1047552;16384;8;D4 v3/D4s v3 Spot
Standard_D4_v3;4;1047552;16384;8;D4 v3/D4s v3 Spot
Standard_D4_v3;4;1047552;16384;8;D4 v3/D4s v3 Spot
Standard_D4_v3;4;1047552;16384;8;D4 v3/D4s v3 Spot
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_E4as_v4;4;1047552;32768;8;E4as v4 Spot
Standard_E4as_v4;4;1047552;32768;8;E4as v4 Spot
Standard_E4as_v4;4;1047552;32768;8;E4as v4 Spot
Standard_E4as_v4;4;1047552;32768;8;E4as v4 Spot
Standard_E4as_v4;4;1047552;32768;8;E4as v4 Spot
Standard_F8s_v2;8;1047552;16384;16;F8s v2 Spot
Standard_D4ads_v5;4;1047552;16384;8;D4ads v5 Spot
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B2s;2;1047552;4096;4;B2s
Standard_B2s;2;1047552;4096;4;B2s
Standard_B2s;2;1047552;4096;4;B2s
Standard_B2s;2;1047552;4096;4;B2s
Standard_DS12_v2;4;1047552;28672;16;DS12 v2 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4a_v4;4;1047552;32768;8;E4a v4/E4as v4 Spot
Standard_D4_v3;4;1047552;16384;8;D4 v3/D4s v3 Spot
Standard_D4_v3;4;1047552;16384;8;D4 v3/D4s v3 Spot
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_E4s_v3;4;1047552;32768;8;E4s v3 Low Priority
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_F2s_v2;2;1047552;4096;4;F2s v2 Spot
Standard_F2s_v2;2;1047552;4096;4;F2s v2 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_D11_v2;2;1047552;14336;8;D11 v2/DS11 v2
Standard_DS5_v2;16;1047552;57344;64;DS5 v2 Low Priority
Standard_DS5_v2;16;1047552;57344;64;DS5 v2 Low Priority
Standard_DS5_v2;16;1047552;57344;64;DS5 v2 Low Priority
Standard_DS5_v2;16;1047552;57344;64;DS5 v2 Low Priority
Standard_DS5_v2;16;1047552;57344;64;DS5 v2 Low Priority
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_D11_v2;2;1047552;14336;8;D11 v2/DS11 v2
Standard_D11_v2;2;1047552;14336;8;D11 v2/DS11 v2
Standard_D11_v2;2;1047552;14336;8;D11 v2/DS11 v2
Standard_D11_v2;2;1047552;14336;8;D11 v2/DS11 v2
Standard_D11_v2;2;1047552;14336;8;D11 v2/DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_DS11_v2;2;1047552;14336;8;DS11 v2
Standard_E48as_v4;48;1047552;393216;32;E48as v4 Spot
Standard_E48as_v4;48;1047552;393216;32;E48as v4 Spot
Standard_E48as_v4;48;1047552;393216;32;E48as v4 Spot
Standard_E32as_v4;32;1047552;262144;32;E32as v4 Low Priority
Standard_E32as_v4;32;1047552;262144;32;E32as v4 Low Priority
Standard_F16s_v2;16;1047552;32768;32;F16s v2 Low Priority
Standard_F32s_v2;32;1047552;65536;32;F32s v2 Low Priority
Standard_F32s_v2;32;1047552;65536;32;F32s v2 Low Priority
Standard_F32s_v2;32;1047552;65536;32;F32s v2 Low Priority
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_E2s_v3;2;1047552;16384;4;E2s v3
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D2;2;1047552;7168;8;D2/DS2 Spot
Standard_D2;2;1047552;7168;8;D2/DS2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v3;2;1047552;8192;4;D2 v3/D2s v3 Spot
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_D2;2;1047552;7168;8;D2/DS2 Spot
Standard_D2;2;1047552;7168;8;D2/DS2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D3_v2;4;1047552;14336;16;D3 v2/DS3 v2 Low Priority
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_D2_v2;2;1047552;7168;8;D2 v2/DS2 v2 Spot
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B4ms;4;1047552;16384;8;B4ms
Standard_B2s;2;1047552;4096;4;B2s
Standard_D4as_v4;4;1047552;16384;8;D4as v4
Standard_DS12_v2;4;1047552;28672;16;DS12 v2 Low Priority
Standard_DS12_v2;4;1047552;28672;16;DS12 v2 Low Priority
Standard_DS12_v2;4;1047552;28672;16;DS12 v2 Low Priority
Standard_DS12_v2;4;1047552;28672;16;DS12 v2 Low Priority
Standard_DS12_v2;4;1047552;28672;16;DS12 v2 Low Priority
Standard_DS12_v2;4;1047552;28672;16;DS12 v2 Low Priority
Standard_DS12;4;1047552;28672;16;DS12
Standard_DS12;4;1047552;28672;16;DS12
Standard_DS12;4;1047552;28672;16;DS12
Standard_DS12;4;1047552;28672;16;DS12
Standard_DS12;4;1047552;28672;16;DS12
Standard_F2s_v2;2;1047552;4096;4;F2s v2 Spot
Standard_D4ds_v5;4;1047552;16384;8;D4ds v5
Standard_D4ds_v5;4;1047552;16384;8;D4ds v5
Standard_D4ds_v5;4;1047552;16384;8;D4ds v5
Standard_D4ds_v5;4;1047552;16384;8;D4ds v5
Standard_D4ds_v5;4;1047552;16384;8;D4ds v5
Standard_D4ds_v5;4;1047552;16384;8;D4ds v5
Standard_B2ms;2;1047552;8192;4;B2ms
